COMID,CAT_NDAMS2013,CAT_NID_STORAGE2013,CAT_NORM_STORAGE2013,CAT_MAJOR2013,ACC_NDAMS2013,ACC_NID_STORAGE2013,ACC_NORM_STORAGE2013,ACC_MAJOR2013,TOT_NDAMS2013,TOT_NID_STORAGE2013,TOT_NORM_STORAGE2013,TOT_MAJOR2013,siteno,station_nm,dec_lat_va,dec_long_v,min_date,max_date,GagesII,FEATUREDET,Active,DASqKm,DASqMi,STATE
2413350,0,0,0,0,17,2258,1902,0,17,2258,1902,0,2374700,MURDER CREEK AT STATE HWY 41 AT BREWTON,31.101011,-87.068858,1999/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02374700,1,1126.65,435,AL
2413994,0,0,0,0,69,25741,23958,2,69,25741,23958,2,2374250,CONECUH RIVER AT STATE HWY 41 NEAR BREWTON,31.067124,-87.061635,1999/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02374250,1,6891.99,2661,AL
2567762,0,0,0,0,33,108548,33933,2,33,108548,33933,2,8099100,Leon Rv nr De Leon,32.17375,-98.533106,1960/10/01 00:00:00,1986/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08099100,1,1240.61,479,TX
2567906,4,926,761,0,19,3071,2036,0,19,3071,2036,0,8099300,Sabana Rv nr De Leon,32.11403,-98.605607,1960/10/01 00:00:00,1986/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08099300,1,683.76,264,TX
2569332,0,0,0,0,149,812020,114352,15,149,812020,114352,15,8100000,Leon Rv nr Hamilton,31.788763,-98.121424,1960/10/01 00:00:00,1996/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08100000,1,4897.69,1891,TX
2569756,1,585800,59400,1,122,775378,106515,13,122,775378,106515,13,8099500,Leon Rv nr Hasse,31.957924,-98.459212,1939/10/01 00:00:00,1991/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08099500,1,3265.99,1261,TX
2572116,1,500,500,0,197,2702096.2,576938.03,16,197,2702096.2,576938.03,16,8102500,Leon Rv nr Belton,31.070179,-97.441397,1923/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08102500,1,9277.38,3582,TX
2572206,0,0,0,0,159,817581,116198,15,159,817581,116198,15,8100500,Leon Rv at Gatesville,31.434722,-97.758333,1950/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08100500,1,6065.78,2342,TX
2580511,0,0,0,0,3,275.2,155.1,0,3,275.2,155.1,0,8101000,Cowhouse Ck at Pidcoke,31.28489,-97.885024,1950/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08101000,1,1178.45,455,TX
2952892,0,0,0,0,70,12627.08,7411.63,0,70,12627.08,7411.63,0,2327500,OCHLOCKONEE RIVER NEAR THOMASVILLE,30.875747,-84.04545,1937/10/01 00:00:00,1970/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02327500,1,1424.5,550,GA
2953000,0,0,0,0,5,748.1,309.8,0,5,748.1,309.8,0,2328000,TIRED CREEK NEAR CAIRO,30.865191,-84.262681,1948/10/01 00:00:00,1970/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02328000,0,150.738,58.2,GA
3121538,0,0,0,0,1373,14156577.21,4165130.37,135,1373,14156577.21,4165130.37,135,8111500,Brazos Rv nr Hempstead,30.129106,-96.187739,1938/10/01 00:00:00,2016/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08111500,1,113649.2,43880,TX
3122466,0,0,0,0,16,2162,1315,0,16,2162,1315,0,8111700,Mill Ck nr Bellville,29.881061,-96.20524,1963/10/01 00:00:00,1993/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08111700,1,973.84,376,TX
3123676,0,0,0,0,0,0,0,0,0,0,0,0,8116400,Dry Ck nr Rosenberg,29.511906,-95.746894,1958/10/01 00:00:00,1979/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08116400,1,22.4035,8.65,TX
3123784,0,0,0,0,1404,14161095.21,4167662.37,135,1404,14161095.21,4167662.37,135,8114000,Brazos Rv at Richmond,29.582459,-95.757728,1922/10/01 00:00:00,2016/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08114000,1,116827.13,45107,TX
3124582,0,0,0,0,0,0,0,0,0,0,0,0,8115000,Big Ck nr Needville,29.471908,-95.803007,1952/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08115000,1,110.852,42.8,TX
3124642,0,0,0,0,1412,14184742.21,4187581.37,136,1420,14198722.21,4197710.37,136,8116650,Brazos Rv nr Rosharon,29.349686,-95.582445,1984/10/01 00:00:00,2016/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08116650,1,117428.01,45339,TX
3134443,0,0,0,0,746,5559716.31,1835887.23,46,746,5559716.31,1835887.23,46,7315500,Red Rv nr Terral,33.878711,-97.93448,1938/10/01 00:00:00,1993/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07315500,1,74392.57,28723,OK
3168766,0,0,0,0,469,1294399,780502.6,2,469,1294399,780502.6,2,8210000,Nueces Rv nr Three Rivers,28.427495,-98.178062,1915/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08210000,1,39955.93,15427,TX
3170312,0,0,0,0,478,1827519,1022933.6,3,478,1827519,1022933.6,3,8211000,Nueces Rv nr Mathis,28.038347,-97.860277,1939/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08211000,1,42742.77,16503,TX
3171902,1,1275,1175,0,483,1830838,1024780.6,3,483,1830838,1024780.6,3,8211500,Nueces Rv at Calallen,27.883077,-97.625273,1999/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08211500,1,43211.56,16684,TX
3285562,0,0,0,0,11,1118,414,0,11,1118,414,0,2336968,NOSES CREEK AT POWDER SPRINGS RDPOWDER SPRINGS,33.859271,-84.652712,1998/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02336968,1,115.255,44.5,GA
3285604,1,53,41,0,8,1522,212,0,8,1522,212,0,2336635,NICKAJACK CREEK AT US 78/278 NEAR MABLETON,33.803333,-84.521389,1995/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02336635,1,81.585,31.5,GA
3285608,0,0,0,0,0,0,0,0,0,0,0,0,2336526,PROCTOR CREEK AT JACKSON PARKWAY AT ATLANTA,33.794273,-84.474375,2003/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02336526,1,34.706,13.4,GA
3285770,0,0,0,0,9,1139.5,474.43,1,9,1139.5,474.43,1,2336728,UTOY CREEK AT GREAT SOUTHWEST PKWY NR ATLANTA,33.743441,-84.568266,2003/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02336728,1,87.801,33.9,GA
3286256,1,125,48,0,51,12386,5541.7,0,51,12386,5541.7,0,2337000,SWEETWATER CREEK NEAR AUSTELL,33.776607,-84.615544,1937/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02337000,1,616.42,238,GA
3286312,9,22590,702.9,2,17,24122,1389.5,2,17,24122,1389.5,2,2337500,SNAKE CREEK NEAR WHITESBURG,33.529556,-84.928273,1954/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02337500,1,91.945,35.5,GA
3286344,0,0,0,0,267,2632585.94,1948370.1,32,267,2632585.94,1948370.1,32,2336490,CHATTAHOOCHEE RIVER AT GA 280 NEAR ATLANTA,33.816944,-84.48,1981/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02336490,1,4118.1,1590,GA
3286494,0,0,0,0,374,2666449.2,1959113.95,35,374,2666449.2,1959113.95,35,2337170,CHATTAHOOCHEE RIVER NEAR FAIRBURN,33.656667,-84.673611,1965/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02337170,1,5335.4,2060,GA
3289348,0,0,0,0,33,17943.98,5663.83,3,33,17943.98,5663.83,3,2338660,NEW RIVER AT GA 100 NEAR CORINTH,33.235397,-84.987716,1978/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02338660,1,328.93,127,GA
3290264,0,0,0,0,477,2773049.65,2019148.16,46,477,2773049.65,2019148.16,46,2338000,CHATTAHOOCHEE RIVER NEAR WHITESBURG,33.477058,-84.900772,1965/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02338000,1,6293.7,2430,GA
3291248,0,0,0,0,0,0,0,0,0,0,0,0,2338523,HILLABAHATCHEE CREEK AT THAXTON RD NR FRANKLIN,33.340672,-85.22689,2002/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02338523,1,43.512,16.8,GA
3291602,0,0,0,0,3,240,110,0,3,240,110,0,2339225,WEHADKEE CREEK BELOW ROCK MILLS,33.122343,-85.249111,1978/10/01 00:00:00,1989/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02339225,0,155.918,60.2,AL
3291986,0,0,0,0,494,2853607.65,2077760.85,49,494,2853607.65,2077760.85,49,2338500,CHATTAHOOCHEE RIVER AT GA 100 AT FRANKLIN,33.279285,-85.099942,2004/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02338500,1,6941.2,2680,GA
3292270,0,0,0,0,8,3380.9,460.1,1,8,3380.9,460.1,1,2339000,YELLOWJACKET CREEK NEAR LAGRANGE,33.090956,-85.06105,1951/10/01 00:00:00,1970/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02339000,0,471.38,182,GA
3297582,0,0,0,0,21,9007,5329,0,21,9007,5329,0,2340500,MOUNTAIN OAK CREEK NEAR HAMILTON,32.741243,-85.068826,1944/10/01 00:00:00,1971/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02340500,0,159.803,61.7,GA
3298592,0,0,0,0,575,3486865.23,2692406.78,55,575,3486865.23,2692406.78,55,2339500,CHATTAHOOCHEE RIVER AT WEST POINT,32.886239,-85.182164,,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02339500,1,9194.5,3550,GA
3339996,0,0,0,0,0,0,0,0,0,0,0,0,2313700,WACCASASSA RIVER NR GULF HAMMOCK,29.204134,-82.769001,1963/10/01 00:00:00,1978/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02313700,1,1243.2,480,FL
3340386,0,0,0,0,0,0,0,0,0,0,0,0,2314200,TENMILE CREEK AT LEBANON STATION,29.161082,-82.638996,1963/10/01 00:00:00,1992/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02314200,0,67.34,26,FL
3424530,0,0,0,0,531,443246.09,282930.37,10,531,443246.09,282930.37,10,2353000,FLINT RIVER AT NEWTON,31.306944,-84.338889,1956/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02353000,1,14866.6,5740,GA
3424532,0,0,0,0,629,464400.48,294010.65,10,629,464400.48,294010.65,10,2355662,FLINT RIVER AT RIVERVIEW PLANTATION NR HOPEFUL,31.140556,-84.480278,2002/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02355662,1,17948.7,6930,GA
3425836,0,0,0,0,638,466164.62,295131.6,10,638,466164.62,295131.6,10,2356000,FLINT RIVER AT BAINBRIDGE,30.911577,-84.579914,1928/10/01 00:00:00,1971/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02356000,1,19606.3,7570,GA
3432050,0,0,0,0,3,664,358,0,3,664,358,0,2341725,PINE KNOT CREEK NEAR EELBEECK,32.43931,-84.73326,2009/10/01 00:00:00,2011/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02341725,1,169.645,65.5,GA
3432234,0,0,0,0,31,6988.9,3567.2,0,31,6988.9,3567.2,0,2341800,UPATOI CREEK NEAR COLUMBUS,32.413478,-84.819928,1968/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02341800,1,885.78,342,GA
3432386,0,0,0,0,4,1810.6,688,0,4,1810.6,688,0,2341910,OCHILLEE CREEK AT OCHILLEE,32.393889,-84.8425,2009/10/01 00:00:00,2011/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02341910,1,165.242,63.8,GA
3432490,0,0,0,0,38,9774.5,4844.2,0,38,9774.5,4844.2,0,2342070,UPATOI CREEK AT GA 357 AT FORT BENNING,32.374313,-84.957986,2009/10/01 00:00:00,2011/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02342070,1,1173.1146,452.94,GA
3434274,2,769,769,0,741,3761977.91,2945558.83,59,741,3761977.91,2945558.83,59,2341460,CHATTAHOOCHEE RIVER AT 14TH ST AT COLUMBUS,32.472778,-84.996667,1929/10/01 00:00:00,2016/09/30 00:00:00,,,,0,0,
3434284,0,0,0,0,745,3762303.91,2945785.83,59,745,3762303.91,2945785.83,59,2341500,CHATTAHOOCHEE RIVER AT COLUMBUS,32.462643,-84.99771,1929/10/01 00:00:00,2001/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02341500,0,12095.3,4670,GA
3434284,0,0,0,0,745,3762303.91,2945785.83,59,745,3762303.91,2945785.83,59,2341505,CHATTAHOOCHEE RIVER AT US 280 NEAR COLUMBUS,32.453199,-84.99521,1929/10/01 00:00:00,2013/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02341505,1,12095.3,4670,GA
3435970,0,0,0,0,40,8284,6367,1,40,8284,6367,1,2342500,UCHEE CREEK NEAR FORT MITCHELL,32.316815,-85.014931,1946/10/01 00:00:00,2015/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02342500,1,833.98,322,AL
3437900,0,0,0,0,4,1242,1070,0,4,1242,1070,0,2342933,SOUTH FORK COWIKEE CREEK NEAR BATESVILLE AL,32.017657,-85.29577,1975/10/01 00:00:00,2002/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02342933,0,290.08,112,AL
3516630,0,0,0,0,16,2868.03,1144.88,0,16,2868.03,1144.88,0,2357000,SPRING CREEK NEAR IRON CITY,31.040278,-84.74,1982/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=02357000,1,1269.1,490,GA
3585554,0,0,0,0,3,465,333,0,3,465,333,0,8166000,Johnson Ck nr Ingram,30.100207,-99.283101,1961/10/01 00:00:00,1993/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08166000,1,295.26,114,TX
3585724,2,2583,994,0,11,4101,2119,0,11,4101,2119,0,8166200,Guadalupe Rv at Kerrville,30.053266,-99.163375,1986/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08166200,1,1320.9,510,TX
3586192,0,0,0,0,3,321,188,0,3,321,188,0,8165500,Guadalupe Rv at Hunt,30.069931,-99.321712,1965/10/01 00:00:00,1990/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08165500,1,745.92,288,TX
3588930,0,0,0,0,35,9186.17,5147,1,35,9186.17,5147,1,8166500,Guadalupe Rv nr Comfort,29.949382,-98.892533,1919/10/01 00:00:00,1932/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08166500,0,1973.58,762,TX
3589120,0,0,0,0,40,10507.17,5835.5,1,40,10507.17,5835.5,1,8167500,Guadalupe Rv nr Spring Branch,29.860496,-98.383628,1922/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08167500,1,3405.85,1315,TX
3589508,0,0,0,0,35,9186.17,5147,1,35,9186.17,5147,1,8167000,Guadalupe Rv at Comfort,29.965239,-98.897167,1939/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08167000,1,2173.01,839,TX
3589526,0,0,0,0,1,390,322,0,1,390,322,0,8167600,Rebecca Ck nr Spring Branch,29.918549,-98.369739,1960/10/01 00:00:00,1978/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08167600,0,28.231,10.9,TX
3665570,1,1134600,613200,1,75,1173930,641256,7,75,1173930,641256,7,7039500,St. Francis River at Wappapello,36.928111,-90.265278,1940/10/01 00:00:00,1997/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07039500,1,3395.49,1311,MO
3665624,0,0,0,0,76,1174042,641326,7,76,1174042,641326,7,7040000,St. Francis River at Fisk,36.790278,-90.200833,1927/10/01 00:00:00,1941/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07040000,0,3548.3,1370,MO
3666344,0,0,0,0,95,1178180,644057,8,95,1178180,644057,8,7040100,St. Francis River at St. Francis,36.455556,-90.137778,1930/10/01 00:00:00,1977/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07040100,0,4584.3,1770,AR
3671078,0,0,0,0,104,1180079,645151,8,104,1180079,645151,8,7040450,St. Francis River at Lake City,35.820833,-90.4325,1931/10/01 00:00:00,1977/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07040450,0,6138.3,2370,AR
3672364,0,0,0,0,0,0,0,0,0,0,0,0,7047600,TYRONZA RIVER NEAR TYRONZA,35.505082,-90.380101,1949/10/01 00:00:00,1974/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07047600,0,751.1,290,AR
3672906,0,0,0,0,104,1180079,645151,8,104,1180079,645151,8,7047000,ST. FRANCIS R FLOODWAY NR MARKED TREE,35.60008,-90.450104,1934/10/01 00:00:00,1965/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07047000,0,12027.96,4644,AR
3672916,0,0,0,0,140,1249090,686410,10,140,1249090,686410,10,7047500,ST FRANCIS RIVER AT MARKED TREE,35.522304,-90.424269,1934/10/01 00:00:00,1973/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07047500,9,13333.32,5148,AR
3675606,0,0,0,0,0,0,0,0,0,0,0,0,7047902,ST FRANCIS RIVER AT LATITUDE OF WITTSBURG,35.216755,-90.633441,1935/10/01 00:00:00,1975/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07047902,0,16770.25,6475,AR
3745924,0,0,0,0,3,221959,33204,1,3,221959,33204,1,7340500,Cossatot River near DeQueen,34.045,-94.2125,1938/10/01 00:00:00,1980/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07340500,1,934.99,361,AR
3746094,0,0,0,0,0,0,0,0,0,0,0,0,7340300,Cossatot River near Vandervoort,34.38,-94.236389,1967/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07340300,1,232.064,89.6,AR
3746182,0,0,0,0,2,159740,29850,1,2,159740,29850,1,7341000,Saline River near Dierks,34.096111,-94.085,1938/10/01 00:00:00,1980/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07341000,1,321.16,124,AR
3747834,0,0,0,0,51,5187824,1250138.6,8,51,5187824,1250138.6,8,7341301,LITTLE RIVER AT MILLWOOD DAM NR ASHDOWN,33.691231,-93.964911,1966/10/01 00:00:00,1980/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07341301,9,10668.21,4119,AR
3748876,0,0,0,0,3,161125,30950,1,3,161125,30950,1,7341200,Saline River near Lockesburg,33.962222,-94.061667,1963/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07341200,1,663.04,256,AR
3750770,0,0,0,0,27,2943787,1010454.6,4,27,2943787,1010454.6,4,7340000,Little River near Horatio,33.919444,-94.386667,1931/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07340000,1,6889.4,2660,AR
3760092,0,0,0,0,3,5206,1526,1,3,5206,1526,1,7349795,CYPRESS BAYOU ABOVE BENTON LA,32.787642,-93.707678,1974/10/01 00:00:00,1986/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07349795,0,230.251,88.9,LA
3760324,0,0,0,0,3,5206,1526,1,3,5206,1526,1,7349800,CYPRESS BYU NR BENTON,32.705701,-93.687678,1955/10/01 00:00:00,1968/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07349800,0,344.47,133,LA
3761618,0,0,0,0,22,1469038,127311.6,5,23,1469359,127477.6,5,7349860,Red Chute Bayou at Sligo,32.447376,-93.59462,1980/10/01 00:00:00,2016/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07349860,1,2538.2,980,LA
3764246,0,0,0,0,777,11663995.2,5386944.39,77,777,11663995.2,5386944.39,77,8162000,Colorado Rv at Wharton,29.309137,-96.103848,1938/10/01 00:00:00,2016/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08162000,1,108787.77,42003,TX
3765768,1,156,78,0,778,11664151.2,5387022.39,77,778,11664151.2,5387022.39,77,8162500,Colorado Rv nr Bay City,28.974146,-96.012459,1948/10/01 00:00:00,1995/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08162500,1,109401.6,42240,TX
3838221,0,0,0,0,109,619890.18,363267.23,17,109,619890.18,363267.23,17,8183500,San Antonio Rv nr Falls City,28.951641,-98.064172,1925/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08183500,1,5472.67,2113,TX
3838999,0,0,0,0,7,15504,1557,0,7,15504,1557,0,8186500,Ecleto Ck nr Runge,28.920254,-97.772222,1962/10/01 00:00:00,1989/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08186500,1,619.01,239,TX
3840125,0,0,0,0,167,732642.18,384084.23,23,167,732642.18,384084.23,23,8188500,San Antonio Rv at Goliad,28.649286,-97.384858,1939/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08188500,1,10155.39,3921,TX
3840137,0,0,0,0,170,733320.18,384594.23,23,170,733320.18,384594.23,23,8188570,San Antonio Rv nr McFaddin,28.53125,-97.042694,2006/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08188570,1,10707.06,4134,TX
4133115,1,284,71,0,17,14957,1418,1,17,14957,1418,1,8063048,White Rk Ck at FM 308 nr Irene,31.978056,-96.873333,2007/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08063048,1,170.422,65.8,TX
4133253,0,0,0,0,64,372530,69193,2,64,372530,69193,2,8063100,Richland Ck nr Dawson,31.938491,-96.681379,1960/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08063100,1,862.47,333,TX
4133603,0,0,0,0,142,455318,77676,2,142,455318,77676,2,8063500,Richland Ck nr Richland,31.950714,-96.42137,1939/10/01 00:00:00,1988/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08063500,0,1901.06,734,TX
4300845,1,174,73,0,7,2011,1207,0,7,2011,1207,0,7342465,S Sulphur Rv at Commerce,33.21178,-95.914133,1991/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07342465,1,388.5,150,TX
4300911,0,0,0,0,28,3071,1490,0,28,3071,1490,0,7343000,N Sulphur Rv nr Cooper,33.47483,-95.587735,1949/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07343000,1,714.84,276,TX
4300941,0,0,0,0,16,807172,317433,1,16,807172,317433,1,7342500,S Sulphur Rv nr Cooper,33.356499,-95.594956,1942/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07342500,1,1364.93,527,TX
4300953,0,0,0,0,0,0,0,0,0,0,0,0,7342480,Middle Sulphur Rv at Commerce,33.266501,-95.915522,1991/10/01 00:00:00,2016/09/30 00:00:00,Ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07342480,1,114.219,44.1,TX
4300965,0,0,0,0,9,2167,1258,0,9,2167,1258,0,7342470,S Sulphur Rv nr Commerce,33.219835,-95.862742,1979/10/01 00:00:00,1991/09/30 00:00:00,,http://waterdata.usgs.gov/nwis/nwisman/?site_no=07342470,0,489.51,189,TX
4451722,0,0,0,0,21,11740.4,7144,0,21,11740.4,7144,0,8031200,Kickapoo Ck nr Brownsboro,32.309593,-95.605516,1962/10/01 00:00:00,1989/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08031200,0,600.88,232,TX
4452936,0,0,0,0,99,1154340.4,473534,3,99,1154340.4,473534,3,8032000,Neches Rv nr Neches,31.89239,-95.430786,1939/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08032000,1,2965.55,1145,TX
5253949,1,90,30,0,7,10672,8586,0,7,10672,8586,0,8017200,Cowleech Fk Sabine Rv at Greenville,33.132893,-96.076916,1959/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08017200,1,209.79,81,TX
5254557,0,0,0,0,0,0,0,0,0,0,0,0,8017300,S Fk Sabine Rv nr Quinlan,32.897901,-96.253312,1959/10/01 00:00:00,2016/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08017300,1,203.833,78.7,TX
5255921,0,0,0,0,15,1342865.6,751828,1,19,1678582,939785,1,8017500,Sabine Rv nr Emory,32.773181,-95.799131,1952/10/01 00:00:00,1973/09/30 00:00:00,Non-ref,http://waterdata.usgs.gov/nwis/nwisman/?site_no=08017500,0,2299.92,888,TX
